id,timestamp,mode,subject,gesture,color_palette,emotion,scene_subtext,class_tension
183,00:03:03,static,mother,step,yellow+cream,discomfort,bound by rules,0.22
184,00:03:04,static,philosopher,turn,copper+sky,awe,truth in disguise,0.7
185,00:03:05,dynamic,painter,stare,copper+sky,love,pretending to care,0.46
186,00:03:06,dynamic,lover,pause,marble+ash,resentment,truth in disguise,0.21
187,00:03:07,static,servant,reach,gold+coral,resentment,bound by rules,0.64
188,00:03:08,static,bather,collapse,teal+ochre,contempt,caressing the ordinary,0.3
189,00:03:09,static,mechanic,stare,olive+brown,resentment,spinning under sunlight,0.15
190,00:03:10,dynamic,philosopher,nod,teal+ochre,contempt,eyeing invisible lines,0.28
191,00:03:11,dynamic,hunter,wait,pink+white,joy,time isn’t yours,0.1
192,00:03:12,static,soldier,turn,rose+peach,love,spinning under sunlight,0.26
193,00:03:13,static,philosopher,smile,olive+brown,despair,truth in disguise,0.23
194,00:03:14,static,soldier,wait,indigo+bronze,joy,duty without love,0.16
195,00:03:15,dynamic,child,dance,sepia+black,joy,serving without being seen,0.74
196,00:03:16,dynamic,lover,laugh,lavender+ivory,awe,eyeing invisible lines,0.76
197,00:03:17,dynamic,bather,glance,olive+brown,love,waiting for permission,0.85
198,00:03:18,dynamic,lover,dance,rose+peach,serenity,serving without being seen,0.4
199,00:03:19,static,gardener,stare,gold+coral,tenderness,spinning under sunlight,0.41
200,00:03:20,dynamic,servant,smile,white+emerald,love,eyeing invisible lines,0.32
201,00:03:21,dynamic,painter,laugh,indigo+bronze,awe,truth in disguise,0.33
202,00:03:22,dynamic,painter,gesture,blue+grey,fatigue,performing charm,0.88
203,00:03:23,dynamic,bather,stare,white+emerald,bliss,serving without being seen,0.09
204,00:03:24,dynamic,bather,collapse,sepia+black,hope,beauty hiding decay,0.78
205,00:03:25,dynamic,soldier,pause,gold+coral,restlessness,time isn’t yours,0.76
206,00:03:26,static,soldier,pause,marble+ash,awe,serving without being seen,0.02
207,00:03:27,static,gardener,laugh,gold+coral,joy,duty without love,0.74
208,00:03:28,dynamic,actor,collapse,red+charcoal,despair,performing charm,0.87
209,00:03:29,static,bather,laugh,gold+coral,contempt,time isn’t yours,0.13
210,00:03:30,dynamic,waitress,sigh,teal+ochre,love,caressing the ordinary,0.27
211,00:03:31,dynamic,aristocrat,dance,pink+white,despair,spinning under sunlight,0.64
212,00:03:32,static,soldier,collapse,gold+coral,tenderness,caught in breathless grace,0.25
213,00:03:33,static,bather,stare,rose+peach,bliss,caressing the ordinary,0.94
214,00:03:34,static,aristocrat,laugh,sepia+black,restlessness,performing charm,0.48
215,00:03:35,dynamic,mother,kiss,yellow+cream,restlessness,caught in breathless grace,0.97
216,00:03:36,dynamic,aristocrat,laugh,yellow+cream,serenity,caressing the ordinary,0.83
217,00:03:37,dynamic,waitress,laugh,copper+sky,joy,eyeing invisible lines,0.05
218,00:03:38,dynamic,aristocrat,wait,white+emerald,fatigue,caught in breathless grace,0.03
219,00:03:39,static,servant,gesture,teal+ochre,discomfort,truth in disguise,0.39
220,00:03:40,static,painter,step,blue+grey,fatigue,spinning under sunlight,0.46
221,00:03:41,static,servant,collapse,marble+ash,joy,waiting for permission,0.74
222,00:03:42,dynamic,mother,dance,sepia+black,joy,duty without love,0.53
223,00:03:43,static,soldier,reach,lavender+ivory,melancholy,pretending to care,0.22
224,00:03:44,static,servant,stare,teal+ochre,serenity,the world still soft,0.2
225,00:03:45,dynamic,painter,kiss,white+emerald,fatigue,waiting for permission,0.21
226,00:03:46,static,hunter,glance,pink+white,joy,time isn’t yours,0.35
227,00:03:47,dynamic,child,step,gray+navy,restlessness,performing charm,0.82
228,00:03:48,dynamic,child,wait,yellow+cream,tension,caressing the ordinary,0.7
229,00:03:49,dynamic,bather,glance,white+emerald,bliss,caressing the ordinary,1.0
230,00:03:50,dynamic,aristocrat,laugh,copper+sky,melancholy,the world still soft,0.63
231,00:03:51,dynamic,lover,gesture,sepia+black,resentment,beauty hiding decay,0.97
232,00:03:52,static,mother,sigh,olive+brown,despair,beauty hiding decay,0.16
233,00:03:53,static,mother,step,gray+navy,melancholy,truth in disguise,0.91
234,00:03:54,dynamic,soldier,pause,lavender+ivory,bliss,beauty hiding decay,0.06
235,00:03:55,dynamic,aristocrat,smile,sepia+black,hope,eyeing invisible lines,0.64
236,00:03:56,static,painter,stare,white+emerald,discomfort,time isn’t yours,0.35
237,00:03:57,static,hunter,glance,copper+sky,serenity,time isn’t yours,0.02
238,00:03:58,static,painter,gesture,indigo+bronze,discomfort,beauty hiding decay,0.83
239,00:03:59,static,soldier,kiss,indigo+bronze,discomfort,time isn’t yours,0.26
240,00:04:00,dynamic,mother,kiss,olive+brown,fatigue,caressing the ordinary,0.19
241,00:04:01,dynamic,bather,nod,sepia+black,love,pretending to care,0.17
242,00:04:02,dynamic,servant,nod,gray+navy,joy,duty without love,0.93
243,00:04:03,dynamic,mother,wait,red+charcoal,joy,truth in disguise,0.59
244,00:04:04,static,soldier,reach,teal+ochre,love,caressing the ordinary,0.25
245,00:04:05,dynamic,lover,dance,lavender+ivory,hope,serving without being seen,0.47
246,00:04:06,static,soldier,step,sepia+black,fatigue,duty without love,0.54
247,00:04:07,dynamic,bather,collapse,indigo+bronze,melancholy,performing charm,0.36
248,00:04:08,dynamic,lover,dance,rose+peach,contempt,beauty hiding decay,0.37
249,00:04:09,dynamic,soldier,smile,white+emerald,discomfort,bound by rules,0.47
250,00:04:10,dynamic,philosopher,smile,copper+sky,discomfort,the world still soft,0.91
251,00:04:11,static,actor,glance,gray+navy,tenderness,serving without being seen,0.7
252,00:04:12,static,gardener,smile,blue+grey,tension,caught in breathless grace,0.76
253,00:04:13,dynamic,painter,kiss,rose+peach,discomfort,bound by rules,0.51
254,00:04:14,dynamic,waitress,step,gold+coral,serenity,serving without being seen,0.32
255,00:04:15,static,bather,glance,gold+coral,melancholy,caught in breathless grace,0.38
256,00:04:16,static,dancer,dance,white+emerald,tenderness,truth in disguise,0.59
257,00:04:17,static,servant,reach,gray+navy,contempt,bound by rules,0.15
258,00:04:18,static,hunter,dance,indigo+bronze,love,spinning under sunlight,0.35
259,00:04:19,dynamic,mechanic,reach,indigo+bronze,restlessness,pretending to care,0.3
260,00:04:20,dynamic,servant,smile,yellow+cream,despair,duty without love,0.58
261,00:04:21,dynamic,waitress,glance,lavender+ivory,hope,duty without love,0.06
262,00:04:22,static,waitress,glance,copper+sky,restlessness,truth in disguise,0.13
263,00:04:23,static,actor,wait,white+emerald,discomfort,waiting for permission,0.37
264,00:04:24,static,hunter,step,rose+peach,melancholy,truth in disguise,0.15
265,00:04:25,dynamic,painter,smile,teal+ochre,awe,pretending to care,0.19
266,00:04:26,static,soldier,reach,yellow+cream,melancholy,time isn’t yours,0.92
267,00:04:27,dynamic,gardener,sigh,teal+ochre,bliss,eyeing invisible lines,0.38
268,00:04:28,static,actor,gesture,sepia+black,awe,caressing the ordinary,0.14
269,00:04:29,dynamic,servant,turn,rose+peach,joy,beauty hiding decay,0.03
270,00:04:30,static,painter,reach,sepia+black,fatigue,pretending to care,0.19
271,00:04:31,dynamic,actor,nod,gold+coral,fatigue,the world still soft,0.83
272,00:04:32,dynamic,mother,wait,copper+sky,awe,bound by rules,0.45
273,00:04:33,dynamic,aristocrat,kiss,gray+navy,restlessness,time isn’t yours,0.25
274,00:04:34,dynamic,aristocrat,kiss,marble+ash,discomfort,time isn’t yours,0.29
275,00:04:35,dynamic,child,sigh,yellow+cream,tenderness,pretending to care,0.71
276,00:04:36,static,soldier,stare,rose+peach,fatigue,bound by rules,0.75
277,00:04:37,static,bather,wait,teal+ochre,love,waiting for permission,0.46
278,00:04:38,static,mother,reach,gray+navy,melancholy,bound by rules,0.91
279,00:04:39,static,waitress,laugh,rose+peach,hope,beauty hiding decay,0.26
280,00:04:40,dynamic,philosopher,laugh,white+emerald,restlessness,eyeing invisible lines,0.92
281,00:04:41,dynamic,actor,stare,teal+ochre,restlessness,beauty hiding decay,0.17
282,00:04:42,dynamic,soldier,kiss,white+emerald,love,truth in disguise,0.01
283,00:04:43,static,mother,gesture,blue+grey,resentment,caught in breathless grace,0.62
284,00:04:44,static,soldier,stare,sepia+black,joy,spinning under sunlight,0.25
285,00:04:45,static,hunter,reach,gray+navy,serenity,caught in breathless grace,0.91
286,00:04:46,static,dancer,kiss,blue+grey,resentment,duty without love,0.61
287,00:04:47,dynamic,mother,laugh,olive+brown,hope,the world still soft,0.92
288,00:04:48,dynamic,gardener,dance,pink+white,discomfort,serving without being seen,0.67
289,00:04:49,static,lover,kiss,yellow+cream,serenity,serving without being seen,0.94
290,00:04:50,static,aristocrat,stare,olive+brown,contempt,serving without being seen,0.11
291,00:04:51,dynamic,child,glance,blue+grey,discomfort,duty without love,0.73
292,00:04:52,static,servant,step,teal+ochre,melancholy,caught in breathless grace,0.34
293,00:04:53,static,philosopher,dance,marble+ash,joy,time isn’t yours,0.11
294,00:04:54,dynamic,hunter,sigh,rose+peach,hope,duty without love,0.87
295,00:04:55,dynamic,dancer,turn,pink+white,hope,beauty hiding decay,0.83
296,00:04:56,static,actor,wait,indigo+bronze,hope,spinning under sunlight,0.52
297,00:04:57,dynamic,child,turn,rose+peach,melancholy,time isn’t yours,0.81
298,00:04:58,static,dancer,kiss,red+charcoal,serenity,truth in disguise,0.52
299,00:04:59,dynamic,lover,collapse,sepia+black,tenderness,eyeing invisible lines,0.24
300,00:05:00,dynamic,actor,reach,blue+grey,love,spinning under sunlight,0.07
301,00:05:01,dynamic,hunter,turn,copper+sky,love,serving without being seen,0.91
302,00:05:02,static,lover,sigh,lavender+ivory,bliss,eyeing invisible lines,0.36
303,00:05:03,dynamic,aristocrat,gesture,gold+coral,awe,performing charm,0.71
304,00:05:04,static,servant,turn,gold+coral,hope,time isn’t yours,0.73
305,00:05:05,static,child,laugh,yellow+cream,joy,serving without being seen,0.46
306,00:05:06,static,aristocrat,pause,lavender+ivory,tension,truth in disguise,0.24
307,00:05:07,static,child,reach,pink+white,fatigue,caught in breathless grace,0.68
308,00:05:08,static,mechanic,gesture,lavender+ivory,fatigue,waiting for permission,0.57
309,00:05:09,static,hunter,sigh,yellow+cream,bliss,eyeing invisible lines,0.62
310,00:05:10,dynamic,lover,step,indigo+bronze,resentment,pretending to care,0.75
311,00:05:11,static,waitress,nod,marble+ash,resentment,caught in breathless grace,0.15
312,00:05:12,static,mother,nod,olive+brown,tenderness,pretending to care,0.91
313,00:05:13,dynamic,servant,kiss,lavender+ivory,melancholy,performing charm,0.45
314,00:05:14,static,servant,collapse,marble+ash,joy,eyeing invisible lines,0.54
315,00:05:15,dynamic,bather,dance,white+emerald,melancholy,eternal joy,0.61
316,00:05:16,static,child,stare,yellow+cream,hope,beauty hiding decay,0.71
317,00:05:17,dynamic,lover,pause,gray+navy,fatigue,pretending to care,0.22
318,00:05:18,dynamic,mother,collapse,lavender+ivory,hope,serving without being seen,0.51
319,00:05:19,static,lover,kiss,rose+peach,serenity,time isn’t yours,1.0
320,00:05:20,static,mother,turn,lavender+ivory,bliss,caught in breathless grace,0.05
321,00:05:21,static,hunter,turn,gold+coral,resentment,time isn’t yours,0.37
322,00:05:22,static,lover,laugh,yellow+cream,despair,caught in breathless grace,0.01
323,00:05:23,static,lover,dance,indigo+bronze,awe,duty without love,0.5
324,00:05:24,static,mechanic,laugh,lavender+ivory,discomfort,spinning under sunlight,0.44
325,00:05:25,static,servant,turn,rose+peach,bliss,beauty hiding decay,0.23
326,00:05:26,dynamic,hunter,reach,indigo+bronze,tenderness,spinning under sunlight,0.45
327,00:05:27,dynamic,child,reach,sepia+black,discomfort,beauty hiding decay,0.6
328,00:05:28,static,aristocrat,turn,sepia+black,tenderness,waiting for permission,0.37
329,00:05:29,dynamic,lover,reach,indigo+bronze,hope,truth in disguise,0.12
330,00:05:30,static,mechanic,dance,teal+ochre,bliss,the world still soft,0.9
331,00:05:31,static,hunter,sigh,pink+white,love,serving without being seen,0.97
332,00:05:32,static,philosopher,pause,teal+ochre,joy,performing charm,0.03
333,00:05:33,static,hunter,step,teal+ochre,melancholy,performing charm,0.06
334,00:05:34,static,lover,collapse,blue+grey,serenity,bound by rules,0.85
335,00:05:35,static,mother,reach,lavender+ivory,awe,serving without being seen,0.87
336,00:05:36,static,mother,nod,copper+sky,tenderness,time isn’t yours,0.6
337,00:05:37,static,aristocrat,laugh,blue+grey,contempt,bound by rules,0.37
338,00:05:38,dynamic,waitress,laugh,blue+grey,tension,caught in breathless grace,0.1
339,00:05:39,static,lover,wait,teal+ochre,despair,eyeing invisible lines,0.82
340,00:05:40,static,philosopher,nod,copper+sky,joy,waiting for permission,0.11
341,00:05:41,dynamic,soldier,stare,teal+ochre,joy,caressing the ordinary,0.85
342,00:05:42,static,dancer,collapse,yellow+cream,contempt,caught in breathless grace,0.85
343,00:05:43,dynamic,hunter,pause,indigo+bronze,tension,caught in breathless grace,0.33
344,00:05:44,static,philosopher,sigh,marble+ash,bliss,pretending to care,0.61
345,00:05:45,dynamic,lover,kiss,sepia+black,joy,the world still soft,1.0
346,00:05:46,static,mechanic,turn,olive+brown,love,serving without being seen,0.84
